file,label,label_id,nut_id
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02409.jpg,quality_nuts,0,241
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02410.jpg,quality_nuts,0,241
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03181.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03182.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03183.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03184.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03185.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03186.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03187.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03188.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03189.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03190.jpg,quality_nuts,0,319
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00071.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00072.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00073.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00074.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00075.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00076.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00077.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00078.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00079.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00080.jpg,quality_nuts,0,8
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02611.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02612.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02613.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02614.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02615.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02616.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02617.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02618.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02619.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02620.jpg,quality_nuts,0,262
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04421.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04422.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04423.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04424.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04425.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04426.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04427.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04428.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04429.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04430.jpg,quality_nuts,0,443
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04491.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04492.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04493.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04494.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04495.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04496.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04497.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04498.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04499.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04500.jpg,quality_nuts,0,450
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00411.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00412.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00413.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00414.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00415.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00416.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00417.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00418.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00419.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00420.jpg,quality_nuts,0,42
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00921.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00922.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00923.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00924.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00925.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00926.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00927.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00928.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00929.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00930.jpg,quality_nuts,0,93
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05141.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05142.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05143.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05144.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05145.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05146.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05147.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05148.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05149.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05150.jpg,quality_nuts,0,515
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03131.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03132.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03133.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03134.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03135.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03136.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03137.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03138.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03139.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03140.jpg,quality_nuts,0,314
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04281.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04282.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04283.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04284.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04285.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04286.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04287.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04288.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04289.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_04290.jpg,quality_nuts,0,429
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02511.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02512.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02513.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02514.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02515.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02516.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02517.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02518.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02519.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02520.jpg,quality_nuts,0,252
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05081.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05082.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05083.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05084.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05085.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05086.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05087.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05088.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05089.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05090.jpg,quality_nuts,0,509
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00861.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00862.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00863.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00864.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00865.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00866.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00867.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00868.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00869.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00870.jpg,quality_nuts,0,87
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02791.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02792.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02793.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02794.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02795.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02796.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02797.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02798.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02799.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02800.jpg,quality_nuts,0,280
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00381.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00382.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00383.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00384.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00385.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00386.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00387.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00388.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00389.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00390.jpg,quality_nuts,0,39
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01311.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01312.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01313.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01314.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01315.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01316.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01317.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01318.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01319.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01320.jpg,quality_nuts,0,132
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05051.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05052.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05053.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05054.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05055.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05056.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05057.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05058.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05059.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_05060.jpg,quality_nuts,0,506
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03471.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03472.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03473.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03474.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03475.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03476.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03477.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03478.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03479.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03480.jpg,quality_nuts,0,348
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00081.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00082.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00083.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00084.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00085.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00086.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00087.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00088.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00089.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00090.jpg,quality_nuts,0,9
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03241.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03242.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03243.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03244.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03245.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03246.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03247.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03248.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03249.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03250.jpg,quality_nuts,0,325
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03651.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03652.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03653.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03654.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03655.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03656.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03657.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03658.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03659.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03660.jpg,quality_nuts,0,366
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02661.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02662.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02663.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02664.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02665.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02666.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02667.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02668.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02669.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02670.jpg,quality_nuts,0,267
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01561.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01562.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01563.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01564.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01565.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01566.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01567.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01568.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01569.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01570.jpg,quality_nuts,0,157
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01841.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01842.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01843.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01844.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01845.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01846.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01847.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01848.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01849.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_01850.jpg,quality_nuts,0,185
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02881.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02882.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02883.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02884.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02885.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02886.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02887.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02888.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02889.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_02890.jpg,quality_nuts,0,289
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00371.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00372.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00373.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00374.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00375.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00376.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00377.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00378.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00379.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_00380.jpg,quality_nuts,0,38
sample_data\raw_candidates\nuts\quality_nuts\quality_nuts_03451.jpg,quality_nuts,0,346
